Book,Chapter,Verse,Hebrew Text - Vocalized,Hebrew Text
Isaiah,53,8,מֵעֹ֤צֶר וּמִמִּשְׁפָּט֙ לֻקָּ֔ח וְאֶת־דּוֹר֖וֹ מִ֣י יְשׂוֹחֵ֑חַ כִּ֤י נִגְזַר֙ מֵאֶ֣רֶץ חַיִּ֔ים מִפֶּ֥שַׁע עַמִּ֖י נֶ֥גַע לָֽמוֹ,מעצר וממשפט לקח ואת־דורו מי ישוחח כי נגזר מארץ חיים מפשע עמי נגע למו
Isaiah,53,9,וַיִּתֵּ֤ן אֶת־רְשָׁעִים֙ קִבְר֔וֹ וְאֶת־עָשִׁ֖יר בְּמֹתָ֑יו עַ֚ל לֹא־חָמָ֣ס עָשָׂ֔ה וְלֹ֥א מִרְמָ֖ה בְּפִֽיו,ויתן את־רשעים קברו ואת־עשיר במתיו על לא־חמס עשה ולא מרמה בפיו
Isaiah,53,10,וַיהוָ֞ה חָפֵ֤ץ דַּכְּאוֹ֙ הֶֽחֱלִ֔י אִם־תָּשִׂ֤ים אָשָׁם֙ נַפְשׁ֔וֹ יִרְאֶ֥ה זֶ֖רַע יַאֲרִ֣יךְ יָמִ֑ים וְחֵ֥פֶץ יְהוָ֖ה בְּיָד֥וֹ יִצְלָֽח,ויהוה חפץ דכאו החלי אם־תשים אשם נפשו יראה זרע יאריך ימים וחפץ יהוה בידו יצלח
Isaiah,53,11,מֵעֲמַ֤ל נַפְשׁוֹ֙ יִרְאֶ֣ה יִשְׂבָּ֔ע בְּדַעְתּ֗וֹ יַצְדִּ֥יק צַדִּ֛יק עַבְדִּ֖י לָֽרַבִּ֑ים וַעֲוֺנֹתָ֖ם ה֥וּא יִסְבֹּֽל,מעמל נפשו יראה ישבע בדעתו יצדיק צדיק עבדי לרבים ועונתם הוא יסבל
Isaiah,53,12,לָכֵ֞ן אֲחַלֶּק־ל֣וֹ בָרַבִּ֗ים וְאֶת־עֲצוּמִים֮ יְחַלֵּ֣ק שָׁלָל֒ תַּ֗חַת אֲשֶׁ֨ר הֶעֱרָ֤ה לַמָּ֙וֶת֙ נַפְשׁ֔וֹ וְאֶת־פֹּשְׁעִ֖ים נִמְנָ֑ה וְהוּא֙ חֵטְא־רַבִּ֣ים נָשָׂ֔א וְלַפֹּשְׁעִ֖ים יַפְגִּֽיעַ,לכן אחלק־לו ברבים ואת־עצומים יחלק שלל תחת אשר הערה למות נפשו ואת־פשעים נמנה והוא חטא־רבים נשא ולפשעים יפגיע
Isaiah,54,1,רָנִּ֥י עֲקָרָ֖ה לֹ֣א יָלָ֑דָה פִּצְחִ֨י רִנָּ֤ה וְצַהֲלִי֙ לֹא־חָ֔לָה כִּֽי־רַבִּ֧ים בְּֽנֵי־שׁוֹמֵמָ֛ה מִבְּנֵ֥י בְעוּלָ֖ה אָמַ֥ר יְהוָֽה,רני עקרה לא ילדה פצחי רנה וצהלי לא־חלה כי־רבים בני־שוממה מבני בעולה אמר יהוה
Isaiah,54,2,הַרְחִ֣יבִי ׀ מְק֣וֹם אָהֳלֵ֗ךְ וִירִיע֧וֹת מִשְׁכְּנוֹתַ֛יִךְ יַטּ֖וּ אַל־תַּחְשֹׂ֑כִי הַאֲרִ֙יכִי֙ מֵֽיתָרַ֔יִךְ וִיתֵדֹתַ֖יִךְ חַזֵּֽקִי,הרחיבי מקום אהלך ויריעות משכנותיך יטו אל־תחשכי האריכי מיתריך ויתדתיך חזקי
Isaiah,54,3,כִּי־יָמִ֥ין וּשְׂמֹ֖אול תִּפְרֹ֑צִי וְזַרְעֵךְ֙ גּוֹיִ֣ם יִירָ֔שׁ וְעָרִ֥ים נְשַׁמּ֖וֹת יוֹשִֽׁיבוּ,כי־ימין ושמאול תפרצי וזרעך גוים יירש וערים נשמות יושיבו
Isaiah,54,4,אַל־תִּֽירְאִי֙ כִּי־לֹ֣א תֵב֔וֹשִׁי וְאַל־תִּכָּלְמִ֖י כִּ֣י לֹ֣א תַחְפִּ֑ירִי כִּ֣י בֹ֤שֶׁת עֲלוּמַ֙יִךְ֙ תִּשְׁכָּ֔חִי וְחֶרְפַּ֥ת אַלְמְנוּתַ֖יִךְ לֹ֥א תִזְכְּרִי־עֽוֹד,אל־תיראי כי־לא תבושי ואל־תכלמי כי לא תחפירי כי בשת עלומיך תשכחי וחרפת אלמנותיך לא תזכרי־עוד
Isaiah,54,5,כִּ֤י בֹעֲלַ֙יִךְ֙ עֹשַׂ֔יִךְ יְהוָ֥ה צְבָא֖וֹת שְׁמ֑וֹ וְגֹֽאֲלֵךְ֙ קְד֣וֹשׁ יִשְׂרָאֵ֔ל אֱלֹהֵ֥י כָל־הָאָ֖רֶץ יִקָּרֵֽא,כי בעליך עשיך יהוה צבאות שמו וגאלך קדוש ישראל אלהי כל־הארץ יקרא
Isaiah,54,6,כִּֽי־כְאִשָּׁ֧ה עֲזוּבָ֛ה וַעֲצ֥וּבַת ר֖וּחַ קְרָאָ֣ךְ יְהוָ֑ה וְאֵ֧שֶׁת נְעוּרִ֛ים כִּ֥י תִמָּאֵ֖ס אָמַ֥ר אֱלֹהָֽיִךְ,כי־כאשה עזובה ועצובת רוח קראך יהוה ואשת נעורים כי תמאס אמר אלהיך
Isaiah,54,7,בְּרֶ֥גַע קָטֹ֖ן עֲזַבְתִּ֑יךְ וּבְרַחֲמִ֥ים גְּדֹלִ֖ים אֲקַבְּצֵֽךְ,ברגע קטן עזבתיך וברחמים גדלים אקבצך
Isaiah,54,8,בְּשֶׁ֣צֶף קֶ֗צֶף הִסְתַּ֨רְתִּי פָנַ֥י רֶ֙גַע֙ מִמֵּ֔ךְ וּבְחֶ֥סֶד עוֹלָ֖ם רִֽחַמְתִּ֑יךְ אָמַ֥ר גֹּאֲלֵ֖ךְ יְהוָֽה,בשצף קצף הסתרתי פני רגע ממך ובחסד עולם רחמתיך אמר גאלך יהוה
Isaiah,54,9,כִּי־מֵ֥י נֹ֙חַ֙ זֹ֣את לִ֔י אֲשֶׁ֣ר נִשְׁבַּ֗עְתִּי מֵעֲבֹ֥ר מֵי־נֹ֛חַ ע֖וֹד עַל־הָאָ֑רֶץ כֵּ֥ן נִשְׁבַּ֛עְתִּי מִקְּצֹ֥ף עָלַ֖יִךְ וּמִגְּעָר־בָּֽךְ,כי־מי נח זאת לי אשר נשבעתי מעבר מי־נח עוד על־הארץ כן נשבעתי מקצף עליך ומגער־בך
Isaiah,54,10,כִּ֤י הֶֽהָרִים֙ יָמ֔וּשׁוּ וְהַגְּבָע֖וֹת תְּמוּטֶ֑נָה וְחַסְדִּ֞י מֵאִתֵּ֣ךְ לֹֽא־יָמ֗וּשׁ וּבְרִ֤ית שְׁלוֹמִי֙ לֹ֣א תָמ֔וּט אָמַ֥ר מְרַחֲמֵ֖ךְ יְהוָֽה,כי ההרים ימושו והגבעות תמוטנה וחסדי מאתך לא־ימוש וברית שלומי לא תמוט אמר מרחמך יהוה
Isaiah,54,11,עֲנִיָּ֥ה סֹעֲרָ֖ה לֹ֣א נֻחָ֑מָה הִנֵּ֨ה אָנֹכִ֜י מַרְבִּ֤יץ בַּפּוּךְ֙ אֲבָנַ֔יִךְ וִיסַדְתִּ֖יךְ בַּסַּפִּירִֽים,עניה סערה לא נחמה הנה אנכי מרביץ בפוך אבניך ויסדתיך בספירים
Isaiah,54,12,וְשַׂמְתִּ֤י כַּֽדְכֹד֙ שִׁמְשֹׁתַ֔יִךְ וּשְׁעָרַ֖יִךְ לְאַבְנֵ֣י אֶקְדָּ֑ח וְכָל־גְּבוּלֵ֖ךְ לְאַבְנֵי־חֵֽפֶץ,ושמתי כדכד שמשתיך ושעריך לאבני אקדח וכל־גבולך לאבני־חפץ
Isaiah,54,13,וְכָל־בָּנַ֖יִךְ לִמּוּדֵ֣י יְהוָ֑ה וְרַ֖ב שְׁל֥וֹם בָּנָֽיִךְ,וכל־בניך למודי יהוה ורב שלום בניך
Isaiah,54,14,בִּצְדָקָ֖ה תִּכּוֹנָ֑נִי רַחֲקִ֤י מֵעֹ֙שֶׁק֙ כִּֽי־לֹ֣א תִירָ֔אִי וּמִ֨מְּחִתָּ֔ה כִּ֥י לֹֽא־תִקְרַ֖ב אֵלָֽיִךְ,בצדקה תכונני רחקי מעשק כי־לא תיראי וממחתה כי לא־תקרב אליך
Isaiah,54,15,הֵ֣ן גּ֥וֹר יָג֛וּר אֶ֖פֶס מֵֽאוֹתִ֑י מִי־גָ֥ר אִתָּ֖ךְ עָלַ֥יִךְ יִפּֽוֹל,הן גור יגור אפס מאותי מי־גר אתך עליך יפול
Isaiah,54,16,(הן) הִנֵּ֤ה אָֽנֹכִי֙ בָּרָ֣אתִי חָרָ֔שׁ נֹפֵ֙חַ֙ בְּאֵ֣שׁ פֶּחָ֔ם וּמוֹצִ֥יא כְלִ֖י לְמַעֲשֵׂ֑הוּ וְאָנֹכִ֛י בָּרָ֥אתִי מַשְׁחִ֖ית לְחַבֵּֽל,(הן) הנה אנכי בראתי חרש נפח באש פחם ומוציא כלי למעשהו ואנכי בראתי משחית לחבל
Isaiah,54,17,כָּל־כְּלִ֞י יוּצַ֤ר עָלַ֙יִךְ֙ לֹ֣א יִצְלָ֔ח וְכָל־לָשׁ֛וֹן תָּֽקוּם־אִתָּ֥ךְ לַמִּשְׁפָּ֖ט תַּרְשִׁ֑יעִי זֹ֡את נַחֲלַת֩ עַבְדֵ֨י יְהוָ֧ה וְצִדְקָתָ֛ם מֵאִתִּ֖י נְאֻם־יְהוָֽה,כל־כלי יוצר עליך לא יצלח וכל־לשון תקום־אתך למשפט תרשיעי זאת נחלת עבדי יהוה וצדקתם מאתי נאם־יהוה
Isaiah,55,1,ה֤וֹי כָּל־צָמֵא֙ לְכ֣וּ לַמַּ֔יִם וַאֲשֶׁ֥ר אֵֽין־ל֖וֹ כָּ֑סֶף לְכ֤וּ שִׁבְרוּ֙ וֶֽאֱכֹ֔לוּ וּלְכ֣וּ שִׁבְר֗וּ בְּלוֹא־כֶ֛סֶף וּבְל֥וֹא מְחִ֖יר יַ֥יִן וְחָלָֽב,הוי כל־צמא לכו למים ואשר אין־לו כסף לכו שברו ואכלו ולכו שברו בלוא־כסף ובלוא מחיר יין וחלב
Isaiah,55,2,לָ֤מָּה תִשְׁקְלוּ־כֶ֙סֶף֙ בְּֽלוֹא־לֶ֔חֶם וִיגִיעֲכֶ֖ם בְּל֣וֹא לְשָׂבְעָ֑ה שִׁמְע֨וּ שָׁמ֤וֹעַ אֵלַי֙ וְאִכְלוּ־ט֔וֹב וְתִתְעַנַּ֥ג בַּדֶּ֖שֶׁן נַפְשְׁכֶֽם,למה תשקלו־כסף בלוא־לחם ויגיעכם בלוא לשבעה שמעו שמוע אלי ואכלו־טוב ותתענג בדשן נפשכם
Isaiah,55,3,הַטּ֤וּ אָזְנְכֶם֙ וּלְכ֣וּ אֵלַ֔י שִׁמְע֖וּ וּתְחִ֣י נַפְשְׁכֶ֑ם וְאֶכְרְתָ֤ה לָכֶם֙ בְּרִ֣ית עוֹלָ֔ם חַֽסְדֵ֥י דָוִ֖ד הַנֶּאֱמָנִֽים,הטו אזנכם ולכו אלי שמעו ותחי נפשכם ואכרתה לכם ברית עולם חסדי דוד הנאמנים
Isaiah,55,4,הֵ֛ן עֵ֥ד לְאוּמִּ֖ים נְתַתִּ֑יו נָגִ֥יד וּמְצַוֵּ֖ה לְאֻמִּֽים,הן עד לאומים נתתיו נגיד ומצוה לאמים
Isaiah,55,5,הֵ֣ן גּ֤וֹי לֹֽא־תֵדַע֙ תִּקְרָ֔א וְג֥וֹי לֹֽא־יְדָע֖וּךָ אֵלֶ֣יךָ יָר֑וּצוּ לְמַ֙עַן֙ יְהוָ֣ה אֱלֹהֶ֔יךָ וְלִקְד֥וֹשׁ יִשְׂרָאֵ֖ל כִּ֥י פֵאֲרָֽךְ,הן גוי לא־תדע תקרא וגוי לא־ידעוך אליך ירוצו למען יהוה אלהיך ולקדוש ישראל כי פארך
Isaiah,55,6,דִּרְשׁ֥וּ יְהוָ֖ה בְּהִמָּצְא֑וֹ קְרָאֻ֖הוּ בִּֽהְיוֹת֥וֹ קָרֽוֹב,דרשו יהוה בהמצאו קראהו בהיותו קרוב
Isaiah,55,7,יַעֲזֹ֤ב רָשָׁע֙ דַּרְכּ֔וֹ וְאִ֥ישׁ אָ֖וֶן מַחְשְׁבֹתָ֑יו וְיָשֹׁ֤ב אֶל־יְהוָה֙ וִֽירַחֲמֵ֔הוּ וְאֶל־אֱלֹהֵ֖ינוּ כִּֽי־יַרְבֶּ֥ה לִסְלֽוֹחַ,יעזב רשע דרכו ואיש און מחשבתיו וישב אל־יהוה וירחמהו ואל־אלהינו כי־ירבה לסלוח
Isaiah,55,8,כִּ֣י לֹ֤א מַחְשְׁבוֹתַי֙ מַחְשְׁב֣וֹתֵיכֶ֔ם וְלֹ֥א דַרְכֵיכֶ֖ם דְּרָכָ֑י נְאֻ֖ם יְהוָֽה,כי לא מחשבותי מחשבותיכם ולא דרכיכם דרכי נאם יהוה
Isaiah,55,9,כִּֽי־גָבְה֥וּ שָׁמַ֖יִם מֵאָ֑רֶץ כֵּ֣ן גָּבְה֤וּ דְרָכַי֙ מִדַּרְכֵיכֶ֔ם וּמַחְשְׁבֹתַ֖י מִמַּחְשְׁבֹתֵיכֶֽם,כי־גבהו שמים מארץ כן גבהו דרכי מדרכיכם ומחשבתי ממחשבתיכם
Isaiah,55,10,כִּ֡י כַּאֲשֶׁ֣ר יֵרֵד֩ הַגֶּ֨שֶׁם וְהַשֶּׁ֜לֶג מִן־הַשָּׁמַ֗יִם וְשָׁ֙מָּה֙ לֹ֣א יָשׁ֔וּב כִּ֚י אִם־הִרְוָ֣ה אֶת־הָאָ֔רֶץ וְהוֹלִידָ֖הּ וְהִצְמִיחָ֑הּ וְנָ֤תַן זֶ֙רַע֙ לַזֹּרֵ֔עַ וְלֶ֖חֶם לָאֹכֵֽל,כי כאשר ירד הגשם והשלג מן־השמים ושמה לא ישוב כי אם־הרוה את־הארץ והולידה והצמיחה ונתן זרע לזרע ולחם לאכל
Isaiah,55,11,כֵּ֣ן יִֽהְיֶ֤ה דְבָרִי֙ אֲשֶׁ֣ר יֵצֵ֣א מִפִּ֔י לֹֽא־יָשׁ֥וּב אֵלַ֖י רֵיקָ֑ם כִּ֤י אִם־עָשָׂה֙ אֶת־אֲשֶׁ֣ר חָפַ֔צְתִּי וְהִצְלִ֖יחַ אֲשֶׁ֥ר שְׁלַחְתִּֽיו,כן יהיה דברי אשר יצא מפי לא־ישוב אלי ריקם כי אם־עשה את־אשר חפצתי והצליח אשר שלחתיו
Isaiah,55,12,כִּֽי־בְשִׂמְחָ֣ה תֵצֵ֔אוּ וּבְשָׁל֖וֹם תּֽוּבָל֑וּן הֶהָרִ֣ים וְהַגְּבָע֗וֹת יִפְצְח֤וּ לִפְנֵיכֶם֙ רִנָּ֔ה וְכָל־עֲצֵ֥י הַשָּׂדֶ֖ה יִמְחֲאוּ־כָֽף,כי־בשמחה תצאו ובשלום תובלון ההרים והגבעות יפצחו לפניכם רנה וכל־עצי השדה ימחאו־כף
Isaiah,55,13,תַּ֤חַת הַֽנַּעֲצוּץ֙ יַעֲלֶ֣ה בְר֔וֹשׁ (תחת) וְתַ֥חַת הַסִּרְפַּ֖ד יַעֲלֶ֣ה הֲדַ֑ס וְהָיָ֤ה לַֽיהוָה֙ לְשֵׁ֔ם לְא֥וֹת עוֹלָ֖ם לֹ֥א יִכָּרֵֽת,תחת הנעצוץ יעלה ברוש (תחת) ותחת הסרפד יעלה הדס והיה ליהוה לשם לאות עולם לא יכרת
Isaiah,56,1,כֹּ֚ה אָמַ֣ר יְהוָ֔ה שִׁמְר֥וּ מִשְׁפָּ֖ט וַעֲשׂ֣וּ צְדָקָ֑ה כִּֽי־קְרוֹבָ֤ה יְשֽׁוּעָתִי֙ לָב֔וֹא וְצִדְקָתִ֖י לְהִגָּלֽוֹת,כה אמר יהוה שמרו משפט ועשו צדקה כי־קרובה ישועתי לבוא וצדקתי להגלות
Isaiah,56,2,אַשְׁרֵ֤י אֱנוֹשׁ֙ יַעֲשֶׂה־זֹּ֔את וּבֶן־אָדָ֖ם יַחֲזִ֣יק בָּ֑הּ שֹׁמֵ֤ר שַׁבָּת֙ מֵֽחַלְּל֔וֹ וְשֹׁמֵ֥ר יָד֖וֹ מֵעֲשׂ֥וֹת כָּל־רָֽע,אשרי אנוש יעשה־זאת ובן־אדם יחזיק בה שמר שבת מחללו ושמר ידו מעשות כל־רע
Isaiah,56,3,וְאַל־יֹאמַ֣ר בֶּן־הַנֵּכָ֗ר הַנִּלְוָ֤ה אֶל־יְהוָה֙ לֵאמֹ֔ר הַבְדֵּ֧ל יַבְדִּילַ֛נִי יְהוָ֖ה מֵעַ֣ל עַמּ֑וֹ וְאַל־יֹאמַר֙ הַסָּרִ֔יס הֵ֥ן אֲנִ֖י עֵ֥ץ יָבֵֽשׁ,ואל־יאמר בן־הנכר הנלוה אל־יהוה לאמר הבדל יבדילני יהוה מעל עמו ואל־יאמר הסריס הן אני עץ יבש
Isaiah,56,4,כִּי־כֹ֣ה ׀ אָמַ֣ר יְהוָ֗ה לַסָּֽרִיסִים֙ אֲשֶׁ֤ר יִשְׁמְרוּ֙ אֶת־שַׁבְּתוֹתַ֔י וּבָֽחֲר֖וּ בַּאֲשֶׁ֣ר חָפָ֑צְתִּי וּמַחֲזִיקִ֖ים בִּבְרִיתִֽי,כי־כה אמר יהוה לסריסים אשר ישמרו את־שבתותי ובחרו באשר חפצתי ומחזיקים בבריתי
Isaiah,56,5,וְנָתַתִּ֨י לָהֶ֜ם בְּבֵיתִ֤י וּבְחֽוֹמֹתַי֙ יָ֣ד וָשֵׁ֔ם ט֖וֹב מִבָּנִ֣ים וּמִבָּנ֑וֹת שֵׁ֤ם עוֹלָם֙ אֶתֶּן־ל֔וֹ אֲשֶׁ֖ר לֹ֥א יִכָּרֵֽת,ונתתי להם בביתי ובחומתי יד ושם טוב מבנים ומבנות שם עולם אתן־לו אשר לא יכרת
Isaiah,56,6,וּבְנֵ֣י הַנֵּכָ֗ר הַנִּלְוִ֤ים עַל־יְהוָה֙ לְשָׁ֣רְת֔וֹ וּֽלְאַהֲבָה֙ אֶת־שֵׁ֣ם יְהוָ֔ה לִהְי֥וֹת ל֖וֹ לַעֲבָדִ֑ים כָּל־שֹׁמֵ֤ר שַׁבָּת֙ מֵֽחַלְּל֔וֹ וּמַחֲזִיקִ֖ים בִּבְרִיתִֽי,ובני הנכר הנלוים על־יהוה לשרתו ולאהבה את־שם יהוה להיות לו לעבדים כל־שמר שבת מחללו ומחזיקים בבריתי
Isaiah,56,7,וַהֲבִיאוֹתִ֞ים אֶל־הַ֣ר קָדְשִׁ֗י וְשִׂמַּחְתִּים֙ בְּבֵ֣ית תְּפִלָּתִ֔י עוֹלֹתֵיהֶ֧ם וְזִבְחֵיהֶ֛ם לְרָצ֖וֹן עַֽל־מִזְבְּחִ֑י כִּ֣י בֵיתִ֔י בֵּית־תְּפִלָּ֥ה יִקָּרֵ֖א לְכָל־הָעַמִּֽים,והביאותים אל־הר קדשי ושמחתים בבית תפלתי עולתיהם וזבחיהם לרצון על־מזבחי כי ביתי בית־תפלה יקרא לכל־העמים
Isaiah,56,8,נְאֻם֙ אֲדֹנָ֣י יְהוִ֔ה מְקַבֵּ֖ץ נִדְחֵ֣י יִשְׂרָאֵ֑ל ע֛וֹד אֲקַבֵּ֥ץ עָלָ֖יו לְנִקְבָּצָֽיו,נאם אדני יהוה מקבץ נדחי ישראל עוד אקבץ עליו לנקבציו
Isaiah,56,9,כֹּ֖ל חַיְת֣וֹ שָׂדָ֑י אֵתָ֕יוּ לֶאֱכֹ֥ל כָּל־חַיְת֖וֹ בַּיָּֽעַר,כל חיתו שדי אתיו לאכל כל־חיתו ביער
Isaiah,56,10,(צפו) צֹפָ֞יו עִוְרִ֤ים כֻּלָּם֙ לֹ֣א יָדָ֔עוּ כֻּלָּם֙ כְּלָבִ֣ים אִלְּמִ֔ים לֹ֥א יוּכְל֖וּ לִנְבֹּ֑חַ הֹזִים֙ שֹֽׁכְבִ֔ים אֹהֲבֵ֖י לָנֽוּם,(צפו) צפיו עורים כלם לא ידעו כלם כלבים אלמים לא יוכלו לנבח הזים שכבים אהבי לנום
Isaiah,56,11,וְהַכְּלָבִ֣ים עַזֵּי־נֶ֗פֶשׁ לֹ֤א יָֽדְעוּ֙ שָׂבְעָ֔ה וְהֵ֣מָּה רֹעִ֔ים לֹ֥א יָדְע֖וּ הָבִ֑ין כֻּלָּם֙ לְדַרְכָּ֣ם פָּנ֔וּ אִ֥ישׁ לְבִצְע֖וֹ מִקָּצֵֽהוּ,והכלבים עזי־נפש לא ידעו שבעה והמה רעים לא ידעו הבין כלם לדרכם פנו איש לבצעו מקצהו
Isaiah,56,12,אֵתָ֥יוּ אֶקְחָה־יַ֖יִן וְנִסְבְּאָ֣ה שֵׁכָ֑ר וְהָיָ֤ה כָזֶה֙ י֣וֹם מָחָ֔ר גָּד֖וֹל יֶ֥תֶר מְאֹֽד,אתיו אקחה־יין ונסבאה שכר והיה כזה יום מחר גדול יתר מאד
Isaiah,57,1,הַצַּדִּ֣יק אָבָ֔ד וְאֵ֥ין אִ֖ישׁ שָׂ֣ם עַל־לֵ֑ב וְאַנְשֵׁי־חֶ֤סֶד נֶֽאֱסָפִים֙ בְּאֵ֣ין מֵבִ֔ין כִּֽי־מִפְּנֵ֥י הָרָעָ֖ה נֶאֱסַ֥ף הַצַּדִּֽיק,הצדיק אבד ואין איש שם על־לב ואנשי־חסד נאספים באין מבין כי־מפני הרעה נאסף הצדיק
Isaiah,57,2,יָב֣וֹא שָׁל֔וֹם יָנ֖וּחוּ עַל־מִשְׁכְּבוֹתָ֑ם הֹלֵ֖ךְ נְכֹחֽוֹ,יבוא שלום ינוחו על־משכבותם הלך נכחו
Isaiah,57,3,וְאַתֶּ֥ם קִרְבוּ־הֵ֖נָּה בְּנֵ֣י עֹנְנָ֑ה זֶ֥רַע מְנָאֵ֖ף וַתִּזְנֶֽה,ואתם קרבו־הנה בני עננה זרע מנאף ותזנה
Isaiah,57,4,עַל־מִי֙ תִּתְעַנָּ֔גוּ עַל־מִ֛י תַּרְחִ֥יבוּ פֶ֖ה תַּאֲרִ֣יכוּ לָשׁ֑וֹן הֲלֽוֹא־אַתֶּ֥ם יִלְדֵי־פֶ֖שַׁע זֶ֥רַע שָֽׁקֶר,על־מי תתענגו על־מי תרחיבו פה תאריכו לשון הלוא־אתם ילדי־פשע זרע שקר
Isaiah,57,5,הַנֵּֽחָמִים֙ בָּֽאֵלִ֔ים תַּ֖חַת כָּל־עֵ֣ץ רַעֲנָ֑ן שֹׁחֲטֵ֤י הַיְלָדִים֙ בַּנְּחָלִ֔ים תַּ֖חַת סְעִפֵ֥י הַסְּלָעִֽים,הנחמים באלים תחת כל־עץ רענן שחטי הילדים בנחלים תחת סעפי הסלעים
Isaiah,57,6,בְּחַלְּקֵי־נַ֣חַל חֶלְקֵ֔ךְ הֵ֥ם הֵ֖ם גּוֹרָלֵ֑ךְ גַּם־לָהֶ֞ם שָׁפַ֥כְתְּ נֶ֙סֶךְ֙ הֶעֱלִ֣ית מִנְחָ֔ה הַ֥עַל אֵ֖לֶּה אֶנָּחֵֽם,בחלקי־נחל חלקך הם הם גורלך גם־להם שפכת נסך העלית מנחה העל אלה אנחם
Isaiah,57,7,עַ֤ל הַר־גָּבֹ֙הַּ֙ וְנִשָּׂ֔א שַׂ֖מְתְּ מִשְׁכָּבֵ֑ךְ גַּם־שָׁ֥ם עָלִ֖ית לִזְבֹּ֥חַ זָֽבַח,על הר־גבה ונשא שמת משכבך גם־שם עלית לזבח זבח
Isaiah,57,8,וְאַחַ֤ר הַדֶּ֙לֶת֙ וְהַמְּזוּזָ֔ה שַׂ֖מְתְּ זִכְרוֹנֵ֑ךְ כִּ֣י מֵאִתִּ֞י גִּלִּ֣ית וַֽתַּעֲלִ֗י הִרְחַ֤בְתְּ מִשְׁכָּבֵךְ֙ וַתִּכְרָת־לָ֣ךְ מֵהֶ֔ם אָהַ֥בְתְּ מִשְׁכָּבָ֖ם יָ֥ד חָזִֽית,ואחר הדלת והמזוזה שמת זכרונך כי מאתי גלית ותעלי הרחבת משכבך ותכרת־לך מהם אהבת משכבם יד חזית
Isaiah,57,9,וַתָּשֻׁ֤רִי לַמֶּ֙לֶךְ֙ בַּשֶּׁ֔מֶן וַתַּרְבִּ֖י רִקֻּחָ֑יִךְ וַתְּשַׁלְּחִ֤י צִרַ֙יִךְ֙ עַד־מֵ֣רָחֹ֔ק וַתַּשְׁפִּ֖ילִי עַד־שְׁאֽוֹל,ותשרי למלך בשמן ותרבי רקחיך ותשלחי צריך עד־מרחק ותשפילי עד־שאול
Isaiah,57,10,בְּרֹ֤ב דַּרְכֵּךְ֙ יָגַ֔עַתְּ לֹ֥א אָמַ֖רְתְּ נוֹאָ֑שׁ חַיַּ֤ת יָדֵךְ֙ מָצָ֔את עַל־כֵּ֖ן לֹ֥א חָלִֽית,ברב דרכך יגעת לא אמרת נואש חית ידך מצאת על־כן לא חלית
Isaiah,57,11,וְאֶת־מִ֞י דָּאַ֤גְתְּ וַתִּֽירְאִי֙ כִּ֣י תְכַזֵּ֔בִי וְאוֹתִי֙ לֹ֣א זָכַ֔רְתְּ לֹא־שַׂ֖מְתְּ עַל־לִבֵּ֑ךְ הֲלֹ֨א אֲנִ֤י מַחְשֶׁה֙ וּמֵ֣עֹלָ֔ם וְאוֹתִ֖י לֹ֥א תִירָֽאִי,ואת־מי דאגת ותיראי כי תכזבי ואותי לא זכרת לא־שמת על־לבך הלא אני מחשה ומעלם ואותי לא תיראי
Isaiah,57,12,אֲנִ֥י אַגִּ֖יד צִדְקָתֵ֑ךְ וְאֶֽת־מַעֲשַׂ֖יִךְ וְלֹ֥א יוֹעִילֽוּךְ,אני אגיד צדקתך ואת־מעשיך ולא יועילוך
Isaiah,57,13,בְּזַֽעֲקֵךְ֙ יַצִּילֻ֣ךְ קִבּוּצַ֔יִךְ וְאֶת־כֻּלָּ֥ם יִשָּׂא־ר֖וּחַ יִקַּח־הָ֑בֶל וְהַחוֹסֶ֥ה בִי֙ יִנְחַל־אֶ֔רֶץ וְיִירַ֖שׁ הַר־קָדְשִֽׁי,בזעקך יצילך קבוציך ואת־כלם ישא־רוח יקח־הבל והחוסה בי ינחל־ארץ ויירש הר־קדשי
Isaiah,57,14,וְאָמַ֥ר סֹֽלּוּ־סֹ֖לּוּ פַּנּוּ־דָ֑רֶךְ הָרִ֥ימוּ מִכְשׁ֖וֹל מִדֶּ֥רֶךְ עַמִּֽי,ואמר סלו־סלו פנו־דרך הרימו מכשול מדרך עמי
Isaiah,57,15,כִּי֩ כֹ֨ה אָמַ֜ר רָ֣ם וְנִשָּׂ֗א שֹׁכֵ֥ן עַד֙ וְקָד֣וֹשׁ שְׁמ֔וֹ מָר֥וֹם וְקָד֖וֹשׁ אֶשְׁכּ֑וֹן וְאֶת־דַּכָּא֙ וּשְׁפַל־ר֔וּחַ לְהַחֲיוֹת֙ ר֣וּחַ שְׁפָלִ֔ים וּֽלְהַחֲי֖וֹת לֵ֥ב נִדְכָּאִֽים,כי כה אמר רם ונשא שכן עד וקדוש שמו מרום וקדוש אשכון ואת־דכא ושפל־רוח להחיות רוח שפלים ולהחיות לב נדכאים
