Tractate,Daf,Amud,Section,Book,Chapter,Verse,Hebrew Text - Vocalized,Hebrew Text
Nedarim,39,b,3,Numbers,16,30,וְאִם־בְּרִיאָ֞ה יִבְרָ֣א יְהוָ֗ה וּפָצְתָ֨ה הָאֲדָמָ֤ה אֶת־פִּ֙יהָ֙ וּבָלְעָ֤ה אֹתָם֙ וְאֶת־כָּל־אֲשֶׁ֣ר לָהֶ֔ם וְיָרְד֥וּ חַיִּ֖ים שְׁאֹ֑לָה וִֽידַעְתֶּ֕ם כִּ֧י נִֽאֲצ֛וּ הָאֲנָשִׁ֥ים הָאֵ֖לֶּה אֶת־יְהוָֽה,ואם־בריאה יברא יהוה ופצתה האדמה את־פיה ובלעה אתם ואת־כל־אשר להם וירדו חיים שאלה וידעתם כי נאצו האנשים האלה את־יהוה
Nedarim,39,b,5,Proverbs,8,22,יְֽהוָ֗ה קָ֭נָנִי רֵאשִׁ֣ית דַּרְכּ֑וֹ קֶ֖דֶם מִפְעָלָ֣יו מֵאָֽז,יהוה קנני ראשית דרכו קדם מפעליו מאז
Nedarim,39,b,6,Psalms,90,2,בְּטֶ֤רֶם ׀ הָ֘רִ֤ים יֻלָּ֗דוּ וַתְּח֣וֹלֵֽל אֶ֣רֶץ וְתֵבֵ֑ל וּֽמֵעוֹלָ֥ם עַד־ע֝וֹלָ֗ם אַתָּ֥ה אֵֽל,בטרם הרים ילדו ותחולל ארץ ותבל ומעולם עד־עולם אתה אל
Nedarim,39,b,6,Psalms,90,3,תָּשֵׁ֣ב אֱ֭נוֹשׁ עַד־דַּכָּ֑א וַ֝תֹּ֗אמֶר שׁ֣וּבוּ בְנֵי־אָדָֽם,תשב אנוש עד־דכא ותאמר שובו בני־אדם
Nedarim,39,b,7,Genesis,2,8,וַיִּטַּ֞ע יְהוָ֧ה אֱלֹהִ֛ים גַּן־בְּעֵ֖דֶן מִקֶּ֑דֶם וַיָּ֣שֶׂם שָׁ֔ם אֶת־הָֽאָדָ֖ם אֲשֶׁ֥ר יָצָֽר,ויטע יהוה אלהים גן־בעדן מקדם וישם שם את־האדם אשר יצר
Nedarim,39,b,8,Isaiah,30,33,כִּֽי־עָר֤וּךְ מֵֽאֶתְמוּל֙ תָּפְתֶּ֔ה גַּם־(הוא) הִ֛יא לַמֶּ֥לֶךְ הוּכָ֖ן הֶעְמִ֣יק הִרְחִ֑ב מְדֻרָתָ֗הּ אֵ֤שׁ וְעֵצִים֙ הַרְבֵּ֔ה נִשְׁמַ֤ת יְהוָה֙ כְּנַ֣חַל גָּפְרִ֔ית בֹּעֲרָ֖ה בָּֽהּ,כי־ערוך מאתמול תפתה גם־(הוא) היא למלך הוכן העמיק הרחב מדרתה אש ועצים הרבה נשמת יהוה כנחל גפרית בערה בה
Nedarim,39,b,9,Psalms,93,2,נָכ֣וֹן כִּסְאֲךָ֣ מֵאָ֑ז מֵֽעוֹלָ֣ם אָֽתָּה,נכון כסאך מאז מעולם אתה
Nedarim,39,b,10,Jeremiah,17,12,כִּסֵּ֣א כָב֔וֹד מָר֖וֹם מֵֽרִאשׁ֑וֹן מְק֖וֹם מִקְדָּשֵֽׁנוּ,כסא כבוד מרום מראשון מקום מקדשנו
Nedarim,39,b,11,Psalms,72,17,יְהִ֤י שְׁמ֨וֹ ׀ לְֽעוֹלָ֗ם לִפְנֵי־שֶׁמֶשׁ֮ (ינין) יִנּ֢וֹן שְׁ֫מ֥וֹ וְיִתְבָּ֥רְכוּ ב֑וֹ כָּל־גּוֹיִ֥ם יְאַשְּׁרֽוּהוּ,יהי שמו לעולם לפני־שמש (ינין) ינון שמו ויתברכו בו כל־גוים יאשרוהו
Nedarim,39,b,12,Ecclesiastes,1,9,מַה־שֶּֽׁהָיָה֙ ה֣וּא שֶׁיִּהְיֶ֔ה וּמַה־שֶׁנַּֽעֲשָׂ֔ה ה֖וּא שֶׁיֵּעָשֶׂ֑ה וְאֵ֥ין כָּל־חָדָ֖שׁ תַּ֥חַת הַשָּֽׁמֶשׁ,מה־שהיה הוא שיהיה ומה־שנעשה הוא שיעשה ואין כל־חדש תחת השמש
Nedarim,39,b,13,Habakkuk,3,11,שֶׁ֥מֶשׁ יָרֵ֖חַ עָ֣מַד זְבֻ֑לָה לְא֤וֹר חִצֶּ֙יךָ֙ יְהַלֵּ֔כוּ לְנֹ֖גַהּ בְּרַ֥ק חֲנִיתֶֽךָ,שמש ירח עמד זבלה לאור חציך יהלכו לנגה ברק חניתך
Nedarim,39,b,14,Habakkuk,3,11,שֶׁ֥מֶשׁ יָרֵ֖חַ עָ֣מַד זְבֻ֑לָה לְא֤וֹר חִצֶּ֙יךָ֙ יְהַלֵּ֔כוּ לְנֹ֖גַהּ בְּרַ֥ק חֲנִיתֶֽךָ,שמש ירח עמד זבלה לאור חציך יהלכו לנגה ברק חניתך
Nedarim,40,a,4,Psalms,41,2,אַ֭שְׁרֵי מַשְׂכִּ֣יל אֶל־דָּ֑ל בְּי֥וֹם רָ֝עָ֗ה יְֽמַלְּטֵ֥הוּ יְהוָֽה,אשרי משכיל אל־דל ביום רעה ימלטהו יהוה
Nedarim,40,a,4,Proverbs,16,4,כֹּ֤ל פָּעַ֣ל יְ֭הוָה לַֽמַּעֲנֵ֑הוּ וְגַם־רָ֝שָׁ֗ע לְי֣וֹם רָעָֽה,כל פעל יהוה למענהו וגם־רשע ליום רעה
Nedarim,40,a,4,II Samuel,13,4,וַיֹּ֣אמֶר ל֗וֹ מַדּ֣וּעַ אַ֠תָּה כָּ֣כָה דַּ֤ל בֶּן־הַמֶּ֙לֶךְ֙ בַּבֹּ֣קֶר בַּבֹּ֔קֶר הֲל֖וֹא תַּגִּ֣יד לִ֑י וַיֹּ֤אמֶר לוֹ֙ אַמְנ֔וֹן אֶת־תָּמָ֗ר אֲח֛וֹת אַבְשָׁלֹ֥ם אָחִ֖י אֲנִ֥י אֹהֵֽב,ויאמר לו מדוע אתה ככה דל בן־המלך בבקר בבקר הלוא תגיד לי ויאמר לו אמנון את־תמר אחות אבשלם אחי אני אהב
Nedarim,40,a,4,Isaiah,38,12,דּוֹרִ֗י נִסַּ֧ע וְנִגְלָ֛ה מִנִּ֖י כְּאֹ֣הֶל רֹעִ֑י קִפַּ֨דְתִּי כָאֹרֵ֤ג חַיַּי֙ מִדַּלָּ֣ה יְבַצְּעֵ֔נִי מִיּ֥וֹם עַד־לַ֖יְלָה תַּשְׁלִימֵֽנִי,דורי נסע ונגלה מני כאהל רעי קפדתי כארג חיי מדלה יבצעני מיום עד־לילה תשלימני
Nedarim,40,a,5,Psalms,41,3,יְהוָ֤ה ׀ יִשְׁמְרֵ֣הוּ וִֽ֭יחַיֵּהוּ (יאשר) וְאֻשַּׁ֣ר בָּאָ֑רֶץ וְאַֽל־תִּ֝תְּנֵ֗הוּ בְּנֶ֣פֶשׁ אֹיְבָֽיו,יהוה ישמרהו ויחיהו (יאשר) ואשר בארץ ואל־תתנהו בנפש איביו
Nedarim,40,a,6,Psalms,41,3,יְהוָ֤ה ׀ יִשְׁמְרֵ֣הוּ וִֽ֭יחַיֵּהוּ (יאשר) וְאֻשַּׁ֣ר בָּאָ֑רֶץ וְאַֽל־תִּ֝תְּנֵ֗הוּ בְּנֶ֣פֶשׁ אֹיְבָֽיו,יהוה ישמרהו ויחיהו (יאשר) ואשר בארץ ואל־תתנהו בנפש איביו
Nedarim,40,a,7,I Kings,12,21,(ויבאו) וַיָּבֹ֣א רְחַבְעָם֮ יְרוּשָׁלִַם֒ וַיַּקְהֵל֩ אֶת־כָּל־בֵּ֨ית יְהוּדָ֜ה וְאֶת־שֵׁ֣בֶט בִּנְיָמִ֗ן מֵאָ֨ה וּשְׁמֹנִ֥ים אֶ֛לֶף בָּח֖וּר עֹשֵׂ֣ה מִלְחָמָ֑ה לְהִלָּחֵם֙ עִם־בֵּ֣ית יִשְׂרָאֵ֔ל לְהָשִׁיב֙ אֶת־הַמְּלוּכָ֔ה לִרְחַבְעָ֖ם בֶּן־שְׁלֹמֹֽה,(ויבאו) ויבא רחבעם ירושלם ויקהל את־כל־בית יהודה ואת־שבט בנימן מאה ושמנים אלף בחור עשה מלחמה להלחם עם־בית ישראל להשיב את־המלוכה לרחבעם בן־שלמה
Nedarim,40,a,9,Psalms,41,4,יְֽהוָ֗ה יִ֭סְעָדֶנּוּ עַל־עֶ֣רֶשׂ דְּוָ֑י כָּל־מִ֝שְׁכָּב֗וֹ הָפַ֥כְתָּ בְחָלְיֽוֹ,יהוה יסעדנו על־ערש דוי כל־משכבו הפכת בחליו
Nedarim,40,b,3,Ezekiel,12,3,וְאַתָּ֣ה בֶן־אָדָ֗ם עֲשֵׂ֤ה לְךָ֙ כְּלֵ֣י גוֹלָ֔ה וּגְלֵ֥ה יוֹמָ֖ם לְעֵֽינֵיהֶ֑ם וְגָלִ֨יתָ מִמְּקוֹמְךָ֜ אֶל־מָק֤וֹם אַחֵר֙ לְעֵ֣ינֵיהֶ֔ם אוּלַ֣י יִרְא֔וּ כִּ֛י בֵּ֥ית מְרִ֖י הֵֽמָּה,ואתה בן־אדם עשה לך כלי גולה וגלה יומם לעיניהם וגלית ממקומך אל־מקום אחר לעיניהם אולי יראו כי בית מרי המה
Nedarim,41,a,1,Deuteronomy,28,48,וְעָבַדְתָּ֣ אֶת־אֹיְבֶ֗יךָ אֲשֶׁ֨ר יְשַׁלְּחֶ֤נּוּ יְהוָה֙ בָּ֔ךְ בְּרָעָ֧ב וּבְצָמָ֛א וּבְעֵירֹ֖ם וּבְחֹ֣סֶר כֹּ֑ל וְנָתַ֞ן עֹ֤ל בַּרְזֶל֙ עַל־צַוָּארֶ֔ךָ עַ֥ד הִשְׁמִיד֖וֹ אֹתָֽךְ,ועבדת את־איביך אשר ישלחנו יהוה בך ברעב ובצמא ובעירם ובחסר כל ונתן על ברזל על־צוארך עד השמידו אתך
Nedarim,41,a,3,Job,33,25,רֻֽטֲפַ֣שׁ בְּשָׂר֣וֹ מִנֹּ֑עַר יָ֝שׁ֗וּב לִימֵ֥י עֲלוּמָֽיו,רטפש בשרו מנער ישוב לימי עלומיו
Nedarim,41,a,3,Psalms,103,3,הַסֹּלֵ֥חַ לְכָל־עֲוֺנֵ֑כִי הָ֝רֹפֵ֗א לְכָל־תַּחֲלֻאָֽיְכִי,הסלח לכל־עונכי הרפא לכל־תחלאיכי
Nedarim,41,a,3,Psalms,41,4,יְֽהוָ֗ה יִ֭סְעָדֶנּוּ עַל־עֶ֣רֶשׂ דְּוָ֑י כָּל־מִ֝שְׁכָּב֗וֹ הָפַ֥כְתָּ בְחָלְיֽוֹ,יהוה יסעדנו על־ערש דוי כל־משכבו הפכת בחליו
Nedarim,41,a,7,Psalms,119,91,לְֽ֭מִשְׁפָּטֶיךָ עָמְד֣וּ הַיּ֑וֹם כִּ֖י הַכֹּ֣ל עֲבָדֶֽיךָ,למשפטיך עמדו היום כי הכל עבדיך
Nedarim,41,a,7,Genesis,4,14,הֵן֩ גֵּרַ֨שְׁתָּ אֹתִ֜י הַיּ֗וֹם מֵעַל֙ פְּנֵ֣י הֽ͏ָאֲדָמָ֔ה וּמִפָּנֶ֖יךָ אֶסָּתֵ֑ר וְהָיִ֜יתִי נָ֤ע וָנָד֙ בָּאָ֔רֶץ וְהָיָ֥ה כָל־מֹצְאִ֖י יֽ͏ַהַרְגֵֽנִי,הן גרשת אתי היום מעל פני ה͏אדמה ומפניך אסתר והייתי נע ונד בארץ והיה כל־מצאי י͏הרגני
Nedarim,44,b,3,Leviticus,19,9,וּֽבְקֻצְרְכֶם֙ אֶת־קְצִ֣יר אַרְצְכֶ֔ם לֹ֧א תְכַלֶּ֛ה פְּאַ֥ת שָׂדְךָ֖ לִקְצֹ֑ר וְלֶ֥קֶט קְצִֽירְךָ֖ לֹ֥א תְלַקֵּֽט,ובקצרכם את־קציר ארצכם לא תכלה פאת שדך לקצר ולקט קצירך לא תלקט
Nedarim,49,a,2,II Chronicles,35,13,וַֽיְבַשְּׁל֥וּ הַפֶּ֛סַח בָּאֵ֖שׁ כַּמִּשְׁפָּ֑ט וְהַקֳּדָשִׁ֣ים בִּשְּׁל֗וּ בַּסִּיר֤וֹת וּבַדְּוָדִים֙ וּבַצֵּ֣לָח֔וֹת וַיָּרִ֖יצוּ לְכָל־בְּנֵ֥י הָעָֽם,ויבשלו הפסח באש כמשפט והקדשים בשלו בסירות ובדודים ובצלחות ויריצו לכל־בני העם
Nedarim,49,a,2,Exodus,12,9,אַל־תֹּאכְל֤וּ מִמֶּ֙נּוּ֙ נָ֔א וּבָשֵׁ֥ל מְבֻשָּׁ֖ל בַּמָּ֑יִם כִּ֣י אִם־צְלִי־אֵ֔שׁ רֹאשׁ֥וֹ עַל־כְּרָעָ֖יו וְעַל־קִרְבּֽוֹ,אל־תאכלו ממנו נא ובשל מבשל במים כי אם־צלי־אש ראשו על־כרעיו ועל־קרבו
Nedarim,49,b,9,Ecclesiastes,8,1,מִ֚י כְּהֶ֣חָכָ֔ם וּמִ֥י יוֹדֵ֖עַ פֵּ֣שֶׁר דָּבָ֑ר חָכְמַ֤ת אָדָם֙ תָּאִ֣יר פָּנָ֔יו וְעֹ֥ז פָּנָ֖יו יְשֻׁנֶּֽא,מי כהחכם ומי יודע פשר דבר חכמת אדם תאיר פניו ועז פניו ישנא
Nedarim,50,a,5,Proverbs,12,10,יוֹדֵ֣עַ צַ֭דִּיק נֶ֣פֶשׁ בְּהֶמְתּ֑וֹ וְֽרַחֲמֵ֥י רְ֝שָׁעִ֗ים אַכְזָרֽ͏ִי,יודע צדיק נפש בהמתו ורחמי רשעים אכזר͏י
Nedarim,50,b,9,Lamentations,3,17,וַתִּזְנַ֧ח מִשָּׁל֛וֹם נַפְשִׁ֖י נָשִׁ֥יתִי טוֹבָֽה,ותזנח משלום נפשי נשיתי טובה
Nedarim,51,a,3,Leviticus,18,22,וְאֶ֨ת־זָכָ֔ר לֹ֥א תִשְׁכַּ֖ב מִשְׁכְּבֵ֣י אִשָּׁ֑ה תּוֹעֵבָ֖ה הִֽוא,ואת־זכר לא תשכב משכבי אשה תועבה הוא
Nedarim,51,a,3,Leviticus,20,13,וְאִ֗ישׁ אֲשֶׁ֨ר יִשְׁכַּ֤ב אֶת־זָכָר֙ מִשְׁכְּבֵ֣י אִשָּׁ֔ה תּוֹעֵבָ֥ה עָשׂ֖וּ שְׁנֵיהֶ֑ם מ֥וֹת יוּמָ֖תוּ דְּמֵיהֶ֥ם בָּֽם,ואיש אשר ישכב את־זכר משכבי אשה תועבה עשו שניהם מות יומתו דמיהם בם
Nedarim,51,a,4,Leviticus,18,23,וּבְכָל־בְּהֵמָ֛ה לֹא־תִתֵּ֥ן שְׁכָבְתְּךָ֖ לְטָמְאָה־בָ֑הּ וְאִשָּׁ֗ה לֹֽא־תַעֲמֹ֞ד לִפְנֵ֧י בְהֵמָ֛ה לְרִבְעָ֖הּ תֶּ֥בֶל הֽוּא,ובכל־בהמה לא־תתן שכבתך לטמאה־בה ואשה לא־תעמד לפני בהמה לרבעה תבל הוא
Nedarim,51,a,5,Leviticus,18,17,עֶרְוַ֥ת אִשָּׁ֛ה וּבִתָּ֖הּ לֹ֣א תְגַלֵּ֑ה אֶֽת־בַּת־בְּנָ֞הּ וְאֶת־בַּת־בִּתָּ֗הּ לֹ֤א תִקַּח֙ לְגַלּ֣וֹת עֶרְוָתָ֔הּ שַׁאֲרָ֥ה הֵ֖נָּה זִמָּ֥ה הִֽוא,ערות אשה ובתה לא תגלה את־בת־בנה ואת־בת־בתה לא תקח לגלות ערותה שארה הנה זמה הוא
Nedarim,51,a,7,Ezekiel,44,20,וְרֹאשָׁם֙ לֹ֣א יְגַלֵּ֔חוּ וּפֶ֖רַע לֹ֣א יְשַׁלֵּ֑חוּ כָּס֥וֹם יִכְסְמ֖וּ אֶת־רָאשֵׁיהֶֽם,וראשם לא יגלחו ופרע לא ישלחו כסום יכסמו את־ראשיהם
Nedarim,51,a,9,Leviticus,19,19,אֶֽת־חֻקֹּתַי֮ תִּשְׁמֹרוּ֒ בְּהֶמְתְּךָ֙ לֹא־תַרְבִּ֣יעַ כִּלְאַ֔יִם שָׂדְךָ֖ לֹא־תִזְרַ֣ע כִּלְאָ֑יִם וּבֶ֤גֶד כִּלְאַ֙יִם֙ שֽׁ͏ַעַטְנֵ֔ז לֹ֥א יַעֲלֶ֖ה עָלֶֽיךָ,את־חקתי תשמרו בהמתך לא־תרביע כלאים שדך לא־תזרע כלאים ובגד כלאים ש͏עטנז לא יעלה עליך
Nedarim,51,b,6,Jonah,2,1,וַיְמַ֤ן יְהוָה֙ דָּ֣ג גָּד֔וֹל לִבְלֹ֖עַ אֶת־יוֹנָ֑ה וַיְהִ֤י יוֹנָה֙ בִּמְעֵ֣י הַדָּ֔ג שְׁלֹשָׁ֥ה יָמִ֖ים וּשְׁלֹשָׁ֥ה לֵילֽוֹת,וימן יהוה דג גדול לבלע את־יונה ויהי יונה במעי הדג שלשה ימים ושלשה לילות
Nedarim,51,b,6,Jonah,2,2,וַיִּתְפַּלֵּ֣ל יוֹנָ֔ה אֶל־יְהוָ֖ה אֱלֹהָ֑יו מִמְּעֵ֖י הַדָּגָֽה,ויתפלל יונה אל־יהוה אלהיו ממעי הדגה
Nedarim,51,b,7,Exodus,7,21,וְהַדָּגָ֨ה אֲשֶׁר־בַּיְאֹ֥ר מֵ֙תָה֙ וַיִּבְאַ֣שׁ הַיְאֹ֔ר וְלֹא־יָכְל֣וּ מִצְרַ֔יִם לִשְׁתּ֥וֹת מַ֖יִם מִן־הַיְאֹ֑ר וַיְהִ֥י הַדָּ֖ם בְּכָל־אֶ֥רֶץ מִצְרָֽיִם,והדגה אשר־ביאר מתה ויבאש היאר ולא־יכלו מצרים לשתות מים מן־היאר ויהי הדם בכל־ארץ מצרים
Nedarim,54,a,5,Leviticus,5,14,וַיְדַבֵּ֥ר יְהוָ֖ה אֶל־מֹשֶׁ֥ה לֵּאמֹֽר,וידבר יהוה אל־משה לאמר
Nedarim,55,a,2,II Chronicles,31,5,וְכִפְרֹ֣ץ הַדָּבָ֗ר הִרְבּ֤וּ בְנֵֽי־יִשְׂרָאֵל֙ רֵאשִׁ֣ית דָּגָ֗ן תִּיר֤וֹשׁ וְיִצְהָר֙ וּדְבַ֔שׁ וְכֹ֖ל תְּבוּאַ֣ת שָׂדֶ֑ה וּמַעְשַׂ֥ר הַכֹּ֛ל לָרֹ֖ב הֵבִֽיאוּ,וכפרץ הדבר הרבו בני־ישראל ראשית דגן תירוש ויצהר ודבש וכל תבואת שדה ומעשר הכל לרב הביאו
Nedarim,55,a,9,Numbers,21,20,וּמִבָּמ֗וֹת הַגַּיְא֙ אֲשֶׁר֙ בִּשְׂדֵ֣ה מוֹאָ֔ב רֹ֖אשׁ הַפִּסְגָּ֑ה וְנִשְׁקָ֖פָה עַל־פְּנֵ֥י הַיְשִׁימֹֽן,ומבמות הגיא אשר בשדה מואב ראש הפסגה ונשקפה על־פני הישימן
Nedarim,55,b,1,Isaiah,40,4,כָּל־גֶּיא֙ יִנָּשֵׂ֔א וְכָל־הַ֥ר וְגִבְעָ֖ה יִשְׁפָּ֑לוּ וְהָיָ֤ה הֶֽעָקֹב֙ לְמִישׁ֔וֹר וְהָרְכָסִ֖ים לְבִקְעָֽה,כל־גיא ינשא וכל־הר וגבעה ישפלו והיה העקב למישור והרכסים לבקעה
Nedarim,56,a,2,Leviticus,14,34,כִּ֤י תָבֹ֙אוּ֙ אֶל־אֶ֣רֶץ כְּנַ֔עַן אֲשֶׁ֥ר אֲנִ֛י נֹתֵ֥ן לָכֶ֖ם לַאֲחֻזָּ֑ה וְנָתַתִּי֙ נֶ֣גַע צָרַ֔עַת בְּבֵ֖ית אֶ֥רֶץ אֲחֻזַּתְכֶֽם,כי תבאו אל־ארץ כנען אשר אני נתן לכם לאחזה ונתתי נגע צרעת בבית ארץ אחזתכם
Nedarim,56,a,2,Leviticus,14,35,וּבָא֙ אֲשֶׁר־ל֣וֹ הַבַּ֔יִת וְהִגִּ֥יד לַכֹּהֵ֖ן לֵאמֹ֑ר כְּנֶ֕גַע נִרְאָ֥ה לִ֖י בַּבָּֽיִת,ובא אשר־לו הבית והגיד לכהן לאמר כנגע נראה לי בבית
Nedarim,56,a,3,Leviticus,14,34,כִּ֤י תָבֹ֙אוּ֙ אֶל־אֶ֣רֶץ כְּנַ֔עַן אֲשֶׁ֥ר אֲנִ֛י נֹתֵ֥ן לָכֶ֖ם לַאֲחֻזָּ֑ה וְנָתַתִּי֙ נֶ֣גַע צָרַ֔עַת בְּבֵ֖ית אֶ֥רֶץ אֲחֻזַּתְכֶֽם,כי תבאו אל־ארץ כנען אשר אני נתן לכם לאחזה ונתתי נגע צרעת בבית ארץ אחזתכם
Nedarim,56,b,6,Numbers,35,5,וּמַדֹּתֶ֞ם מִח֣וּץ לָעִ֗יר אֶת־פְּאַת־קֵ֣דְמָה אַלְפַּ֪יִם בָּֽאַמָּ֟ה וְאֶת־פְּאַת־נֶגֶב֩ אַלְפַּ֨יִם בָּאַמָּ֜ה וְאֶת־פְּאַת־יָ֣ם ׀ אַלְפַּ֣יִם בָּֽאַמָּ֗ה וְאֵ֨ת פְּאַ֥ת צָפ֛וֹן אַלְפַּ֥יִם בָּאַמָּ֖ה וְהָעִ֣יר בַּתָּ֑וֶךְ זֶ֚ה יִהְיֶ֣ה לָהֶ֔ם מִגְרְשֵׁ֖י הֶעָרִֽים,ומדתם מחוץ לעיר את־פאת־קדמה אלפים באמה ואת־פאת־נגב אלפים באמה ואת־פאת־ים אלפים באמה ואת פאת צפון אלפים באמה והעיר בתוך זה יהיה להם מגרשי הערים
Nedarim,56,b,7,Joshua,5,13,וַיְהִ֗י בִּֽהְי֣וֹת יְהוֹשֻׁעַ֮ בִּירִיחוֹ֒ וַיִּשָּׂ֤א עֵינָיו֙ וַיַּ֔רְא וְהִנֵּה־אִישׁ֙ עֹמֵ֣ד לְנֶגְדּ֔וֹ וְחַרְבּ֥וֹ שְׁלוּפָ֖ה בְּיָד֑וֹ וַיֵּ֨לֶךְ יְהוֹשֻׁ֤עַ אֵלָיו֙ וַיֹּ֣אמֶר ל֔וֹ הֲלָ֥נוּ אַתָּ֖ה אִם־לְצָרֵֽינוּ,ויהי בהיות יהושע ביריחו וישא עיניו וירא והנה־איש עמד לנגדו וחרבו שלופה בידו וילך יהושע אליו ויאמר לו הלנו אתה אם־לצרינו
Nedarim,56,b,7,Joshua,6,1,וִֽירִיחוֹ֙ סֹגֶ֣רֶת וּמְסֻגֶּ֔רֶת מִפְּנֵ֖י בְּנֵ֣י יִשְׂרָאֵ֑ל אֵ֥ין יוֹצֵ֖א וְאֵ֥ין בָּֽא,ויריחו סגרת ומסגרת מפני בני ישראל אין יוצא ואין בא
Nedarim,56,b,8,Numbers,35,5,וּמַדֹּתֶ֞ם מִח֣וּץ לָעִ֗יר אֶת־פְּאַת־קֵ֣דְמָה אַלְפַּ֪יִם בָּֽאַמָּ֟ה וְאֶת־פְּאַת־נֶגֶב֩ אַלְפַּ֨יִם בָּאַמָּ֜ה וְאֶת־פְּאַת־יָ֣ם ׀ אַלְפַּ֣יִם בָּֽאַמָּ֗ה וְאֵ֨ת פְּאַ֥ת צָפ֛וֹן אַלְפַּ֥יִם בָּאַמָּ֖ה וְהָעִ֣יר בַּתָּ֑וֶךְ זֶ֚ה יִהְיֶ֣ה לָהֶ֔ם מִגְרְשֵׁ֖י הֶעָרִֽים,ומדתם מחוץ לעיר את־פאת־קדמה אלפים באמה ואת־פאת־נגב אלפים באמה ואת־פאת־ים אלפים באמה ואת פאת צפון אלפים באמה והעיר בתוך זה יהיה להם מגרשי הערים
Nedarim,56,b,9,Leviticus,14,38,וְיָצָ֧א הַכֹּהֵ֛ן מִן־הַבַּ֖יִת אֶל־פֶּ֣תַח הַבָּ֑יִת וְהִסְגִּ֥יר אֶת־הַבַּ֖יִת שִׁבְעַ֥ת יָמִֽים,ויצא הכהן מן־הבית אל־פתח הבית והסגיר את־הבית שבעת ימים
Nedarim,56,b,10,Leviticus,14,38,וְיָצָ֧א הַכֹּהֵ֛ן מִן־הַבַּ֖יִת אֶל־פֶּ֣תַח הַבָּ֑יִת וְהִסְגִּ֥יר אֶת־הַבַּ֖יִת שִׁבְעַ֥ת יָמִֽים,ויצא הכהן מן־הבית אל־פתח הבית והסגיר את־הבית שבעת ימים
Nedarim,57,b,1,Numbers,30,3,אִישׁ֩ כִּֽי־יִדֹּ֨ר נֶ֜דֶר לַֽיהוָ֗ה אֽוֹ־הִשָּׁ֤בַע שְׁבֻעָה֙ לֶאְסֹ֤ר אִסָּר֙ עַל־נַפְשׁ֔וֹ לֹ֥א יַחֵ֖ל דְּבָר֑וֹ כְּכָל־הַיֹּצֵ֥א מִפִּ֖יו יַעֲשֶֽׂה,איש כי־ידר נדר ליהוה או־השבע שבעה לאסר אסר על־נפשו לא יחל דברו ככל־היצא מפיו יעשה
Nedarim,58,a,1,Deuteronomy,14,24,וְכִֽי־יִרְבֶּ֨ה מִמְּךָ֜ הַדֶּ֗רֶךְ כִּ֣י לֹ֣א תוּכַל֘ שְׂאֵתוֹ֒ כִּֽי־יִרְחַ֤ק מִמְּךָ֙ הַמָּק֔וֹם אֲשֶׁ֤ר יִבְחַר֙ יְהוָ֣ה אֱלֹהֶ֔יךָ לָשׂ֥וּם שְׁמ֖וֹ שָׁ֑ם כִּ֥י יְבָרֶכְךָ֖ יְהוָ֥ה אֱלֹהֶֽיךָ,וכי־ירבה ממך הדרך כי לא תוכל שאתו כי־ירחק ממך המקום אשר יבחר יהוה אלהיך לשום שמו שם כי יברכך יהוה אלהיך
Nedarim,58,a,1,Deuteronomy,22,9,לֹא־תִזְרַ֥ע כַּרְמְךָ֖ כִּלְאָ֑יִם פֶּן־תִּקְדַּ֗שׁ הַֽמְלֵאָ֤ה הַזֶּ֙רַע֙ אֲשֶׁ֣ר תִּזְרָ֔ע וּתְבוּאַ֖ת הַכָּֽרֶם,לא־תזרע כרמך כלאים פן־תקדש המלאה הזרע אשר תזרע ותבואת הכרם
Nedarim,58,a,1,Leviticus,23,14,וְלֶחֶם֩ וְקָלִ֨י וְכַרְמֶ֜ל לֹ֣א תֹֽאכְל֗וּ עַד־עֶ֙צֶם֙ הַיּ֣וֹם הַזֶּ֔ה עַ֚ד הֲבִ֣יאֲכֶ֔ם אֶת־קָרְבַּ֖ן אֱלֹהֵיכֶ֑ם חֻקַּ֤ת עוֹלָם֙ לְדֹרֹ֣תֵיכֶ֔ם בְּכֹ֖ל מֹשְׁבֹֽתֵיכֶֽם,ולחם וקלי וכרמל לא תאכלו עד־עצם היום הזה עד הביאכם את־קרבן אלהיכם חקת עולם לדרתיכם בכל משבתיכם
Nedarim,58,a,1,Numbers,15,20,רֵאשִׁית֙ עֲרִסֹ֣תֵכֶ֔ם חַלָּ֖ה תָּרִ֣ימוּ תְרוּמָ֑ה כִּתְרוּמַ֣ת גֹּ֔רֶן כֵּ֖ן תָּרִ֥ימוּ אֹתָֽהּ,ראשית ערסתכם חלה תרימו תרומה כתרומת גרן כן תרימו אתה
Nedarim,59,b,3,Deuteronomy,14,22,עַשֵּׂ֣ר תְּעַשֵּׂ֔ר אֵ֖ת כָּל־תְּבוּאַ֣ת זַרְעֶ֑ךָ הַיֹּצֵ֥א הַשָּׂדֶ֖ה שָׁנָ֥ה שָׁנָֽה,עשר תעשר את כל־תבואת זרעך היצא השדה שנה שנה
